answer,current_clue,source_type,source_id,canonical_slug,source_ref,evidence_page_url,approved_count,fallback_used,rejected_candidates,rejected_reason_codes,manual_clue,reason_codes,reason_details,status
MARMALADE,Berry-blending ingredient,item,1716,,https://pokeapi.co/api/v2/item/1716/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MASTER BALL,Never-fails capture tool,item,1,,https://pokeapi.co/api/v2/item/1/,https://bulbapedia.bulbagarden.net/wiki/Master_Ball,3,false,,,,duplicate_surface,duplicate_surface,needs_review
MASTER DOJO,Galar landmark,location,916,,https://pokeapi.co/api/v2/location/916/,https://bulbapedia.bulbagarden.net/wiki/Master_Dojo,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MAX HONEY,revival,item,1630,,https://pokeapi.co/api/v2/item/1630/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MAX LAIR,Galar landmark,location,917,,https://pokeapi.co/api/v2/location/917/,https://bulbapedia.bulbagarden.net/wiki/Max_Lair,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MAX LURE,spelunking,item,1038,,https://pokeapi.co/api/v2/item/1038/,https://bulbapedia.bulbagarden.net/wiki/Max_Lure,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MAX MUSHROOMS,Exchangeable collectible,item,1631,,https://pokeapi.co/api/v2/item/1631/,https://bulbapedia.bulbagarden.net/wiki/Max_Mushrooms,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MAYONNAISE,Berry-blending ingredient,item,1704,,https://pokeapi.co/api/v2/item/1704/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
ME FIRST,Normal status move,move,382,,https://pokeapi.co/api/v2/move/382/,https://bulbapedia.bulbagarden.net/wiki/Me_First_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MEDIC,Gen V ability,ability,10021,,https://pokeapi.co/api/v2/ability/10021/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MEGA ANCHOR,Unlocks progression content,item,788,,https://pokeapi.co/api/v2/item/788/,https://bulbapedia.bulbagarden.net/wiki/Key_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MEGA ANKLET,Unlocks progression content,item,791,,https://pokeapi.co/api/v2/item/791/,https://bulbapedia.bulbagarden.net/wiki/Key_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MEGA CHARM,Unlocks progression content,item,768,,https://pokeapi.co/api/v2/item/768/,https://bulbapedia.bulbagarden.net/wiki/Mega_Bracelet,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MEGA CUFF,Unlocks progression content,item,807,,https://pokeapi.co/api/v2/item/807/,https://bulbapedia.bulbagarden.net/wiki/Mega_Bracelet,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MEGA GLASSES,Unlocks progression content,item,787,,https://pokeapi.co/api/v2/item/787/,https://bulbapedia.bulbagarden.net/wiki/Key_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MEGA GLOVE,Unlocks progression content,item,769,,https://pokeapi.co/api/v2/item/769/,https://bulbapedia.bulbagarden.net/wiki/Key_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MEGA PENDANT,Unlocks progression content,item,786,,https://pokeapi.co/api/v2/item/786/,https://bulbapedia.bulbagarden.net/wiki/Key_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MEGA STICKPIN,Unlocks progression content,item,789,,https://pokeapi.co/api/v2/item/789/,https://bulbapedia.bulbagarden.net/wiki/Key_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MEGA TIARA,Unlocks progression content,item,790,,https://pokeapi.co/api/v2/item/790/,https://bulbapedia.bulbagarden.net/wiki/Key_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MELEE,Gen V ability,ability,10025,,https://pokeapi.co/api/v2/ability/10025/,https://bulbapedia.bulbagarden.net/wiki/Super_Smash_Bros._Melee,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MENTAL HERB,Held battle item,item,196,,https://pokeapi.co/api/v2/item/196/,https://bulbapedia.bulbagarden.net/wiki/Mental_Herb,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MERCILESS,critical-hit trait,ability,196,,https://pokeapi.co/api/v2/ability/196/,https://bulbapedia.bulbagarden.net/wiki/Merciless_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
METAL BURST,Steel physical move,move,368,,https://pokeapi.co/api/v2/move/368/,https://bulbapedia.bulbagarden.net/wiki/Metal_Burst_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
METAL COAT,type enhancement,item,210,,https://pokeapi.co/api/v2/item/210/,https://bulbapedia.bulbagarden.net/wiki/Metal_Coat,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
METRONOME,Normal status move,move,118,,https://pokeapi.co/api/v2/move/118/,https://bulbapedia.bulbagarden.net/wiki/Metronome,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MEWNIUM Z BAG,unused,item,965,,https://pokeapi.co/api/v2/item/965/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIGHTY CANDY,Gen VII vitamins,item,1041,,https://pokeapi.co/api/v2/item/1041/,https://bulbapedia.bulbagarden.net/wiki/Mighty_Candy,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIGHTY CANDY L,Gen VII vitamins,item,1047,,https://pokeapi.co/api/v2/item/1047/,https://bulbapedia.bulbagarden.net/wiki/Mighty_Candy_L,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIGHTY CANDY XL,vitamins,item,1053,,https://pokeapi.co/api/v2/item/1053/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MILK DRINK,Normal status move,move,208,,https://pokeapi.co/api/v2/move/208/,https://bulbapedia.bulbagarden.net/wiki/Milk_Drink_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIME JR,No-Eggs egg-group species,pokemon-species,439,,https://pokeapi.co/api/v2/pokemon-species/439/,https://bulbapedia.bulbagarden.net/wiki/Mime_Jr._(Pok%C3%A9mon),2,false,Mime Pokemon,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIMICRY,switching ability,ability,250,,https://pokeapi.co/api/v2/ability/250/,https://bulbapedia.bulbagarden.net/wiki/Mimicry_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIMIKIUM Z BAG,unused,item,976,,https://pokeapi.co/api/v2/item/976/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIMIKIUM Z HELD,unused,item,970,,https://pokeapi.co/api/v2/item/970/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIND READER,Normal status move,move,170,,https://pokeapi.co/api/v2/move/170/,https://bulbapedia.bulbagarden.net/wiki/Mind_Reader_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MINDS EYE,debuffing trait,ability,299,,https://pokeapi.co/api/v2/ability/299/,https://bulbapedia.bulbagarden.net/wiki/Mind%27s_Eye_(Skill),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MINUS,boosting ability,ability,58,,https://pokeapi.co/api/v2/ability/58/,https://bulbapedia.bulbagarden.net/wiki/Minus_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIRACLE EYE,Psychic status move,move,357,,https://pokeapi.co/api/v2/move/357/,https://bulbapedia.bulbagarden.net/wiki/Miracle_Eye_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIRAGE ISLAND,Hoenn landmark,location,577,,https://pokeapi.co/api/v2/location/577/,https://bulbapedia.bulbagarden.net/wiki/Mirage_Island,1,false,Hoenn island || Island location,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIRROR ARMOR,debuffing trait,ability,240,,https://pokeapi.co/api/v2/ability/240/,https://bulbapedia.bulbagarden.net/wiki/Mirror_Armor_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIRROR COAT,Psychic special move,move,243,,https://pokeapi.co/api/v2/move/243/,https://bulbapedia.bulbagarden.net/wiki/Mirror_Coat_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MIRROR HERB,Held battle item,item,1699,,https://pokeapi.co/api/v2/item/1699/,https://bulbapedia.bulbagarden.net/wiki/Mirror_Herb,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MISTY SEED,Held battle item,item,900,,https://pokeapi.co/api/v2/item/900/,https://bulbapedia.bulbagarden.net/wiki/Misty_Seed,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MISTY SURGE,Gen VII ability,ability,228,,https://pokeapi.co/api/v2/ability/228/,https://bulbapedia.bulbagarden.net/wiki/Misty_Surge_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MONEAN CHAMBER,Ancient regional ruins,location,491,,https://pokeapi.co/api/v2/location/491/,https://bulbapedia.bulbagarden.net/wiki/Tanoby_Chambers,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MOOD MAKER,Gen V ability,ability,10041,,https://pokeapi.co/api/v2/ability/10041/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MOODY,boosting trait,ability,141,,https://pokeapi.co/api/v2/ability/141/,https://bulbapedia.bulbagarden.net/wiki/Moody_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MOOMOO CHEESE,Berry-blending ingredient,item,1315,,https://pokeapi.co/api/v2/item/1315/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MOON BALL,Poor on most other targets,item,451,,https://pokeapi.co/api/v2/item/451/,https://bulbapedia.bulbagarden.net/wiki/Moon_Ball,3,false,,,,duplicate_surface,duplicate_surface,needs_review
MOON STONE,Evolution-trigger item,item,81,,https://pokeapi.co/api/v2/item/81/,https://bulbapedia.bulbagarden.net/wiki/Moon_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MOONLIGHT,Fairy status move,move,236,,https://pokeapi.co/api/v2/move/236/,https://bulbapedia.bulbagarden.net/wiki/Moonlight_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MOOR OF ICIRRUS,Unova landmark,location,399,,https://pokeapi.co/api/v2/location/399/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MORNING SUN,Normal status move,move,234,,https://pokeapi.co/api/v2/move/234/,https://bulbapedia.bulbagarden.net/wiki/Morning_Sun_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MOUNTAINEER,Gen V ability,ability,10001,,https://pokeapi.co/api/v2/ability/10001/,https://bulbapedia.bulbagarden.net/wiki/Hiker_(Trainer_class),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MOXIE,boosting trait,ability,153,,https://pokeapi.co/api/v2/ability/153/,https://bulbapedia.bulbagarden.net/wiki/Moxie_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MR POKEMON,Site on Route 30,location,342,,https://pokeapi.co/api/v2/location/342/,https://bulbapedia.bulbagarden.net/wiki/Mr._Pok%C3%A9mon,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MT SILVER CAVE,Johto landmark,location,239,,https://pokeapi.co/api/v2/location/239/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MUD SPORT,Ground status move,move,300,,https://pokeapi.co/api/v2/move/300/,https://bulbapedia.bulbagarden.net/wiki/Mud_Sport_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MUDDY WATER,debuffing move,move,330,,https://pokeapi.co/api/v2/move/330/,https://bulbapedia.bulbagarden.net/wiki/Muddy_Water_(move),2,false,Water special move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MULTISCALE,Gen V ability,ability,136,,https://pokeapi.co/api/v2/ability/136/,https://bulbapedia.bulbagarden.net/wiki/Multiscale_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MULTITYPE,switching ability,ability,121,,https://pokeapi.co/api/v2/ability/121/,https://bulbapedia.bulbagarden.net/wiki/Multitype_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MUSCLE MOCHI,Gen IX vitamins,item,2113,,https://pokeapi.co/api/v2/item/2113/,https://bulbapedia.bulbagarden.net/wiki/Muscle_Mochi,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MUSCLE WING,Gen V vitamins,item,607,,https://pokeapi.co/api/v2/item/607/,https://bulbapedia.bulbagarden.net/wiki/Muscle_Feather,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MUSTARD,Berry-blending ingredient,item,1706,,https://pokeapi.co/api/v2/item/1706/,https://bulbapedia.bulbagarden.net/wiki/Mustard,3,false,,,,duplicate_surface,duplicate_surface,needs_review
MYCELIUM MIGHT,priority ability,ability,298,,https://pokeapi.co/api/v2/ability/298/,https://bulbapedia.bulbagarden.net/wiki/Mycelium_Might_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
MYSTERY ZONE,Gen IV location,location,264,,https://pokeapi.co/api/v2/location/264/,https://bulbapedia.bulbagarden.net/wiki/Mystery_Zone,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
MYSTICAL FIRE,debuffing move,move,595,,https://pokeapi.co/api/v2/move/595/,https://bulbapedia.bulbagarden.net/wiki/Mystical_Fire_(move),2,false,Fire special move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NATURAL CURE,healing trait,ability,30,,https://pokeapi.co/api/v2/ability/30/,https://bulbapedia.bulbagarden.net/wiki/Natural_Cure_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NATURAL GIFT,Normal physical move,move,363,,https://pokeapi.co/api/v2/move/363/,https://bulbapedia.bulbagarden.net/wiki/Natural_Gift_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NATURE POWER,Normal status move,move,267,,https://pokeapi.co/api/v2/move/267/,https://bulbapedia.bulbagarden.net/wiki/Nature_Power_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NATURES PANTRY,Hisui landmark,location,1006,,https://pokeapi.co/api/v2/location/1006/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NET BALL,Poor on most other targets,item,6,,https://pokeapi.co/api/v2/item/6/,https://bulbapedia.bulbagarden.net/wiki/Net_Ball,3,false,,,,duplicate_surface,duplicate_surface,needs_review
NEUROFORCE,Gen VII ability,ability,233,,https://pokeapi.co/api/v2/ability/233/,https://bulbapedia.bulbagarden.net/wiki/Neuroforce_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NEVER MELT ICE,type enhancement,item,223,,https://pokeapi.co/api/v2/item/223/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NEWMOON ISLAND,Sinnoh landmark,location,183,,https://pokeapi.co/api/v2/location/183/,https://bulbapedia.bulbagarden.net/wiki/Newmoon_Island,1,false,Sinnoh island || Island location,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NIGHT SHADE,Ghost special move,move,101,,https://pokeapi.co/api/v2/move/101/,https://bulbapedia.bulbagarden.net/wiki/Night_Shade_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NIGHTMARE,Ghost status move,move,171,,https://pokeapi.co/api/v2/move/171/,https://bulbapedia.bulbagarden.net/wiki/Nightmare_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NINTENDO WORLD,Urban landmark,location,324,,https://pokeapi.co/api/v2/location/324/,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_Center_(store),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NOMAD,Gen V ability,ability,10032,,https://pokeapi.co/api/v2/ability/10032/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NORMAL,baseline element,type,1,,https://pokeapi.co/api/v2/type/1/,https://bulbapedia.bulbagarden.net/wiki/Normal_(type),3,true,battle element,pruned_generic_fallback,,fallback_only|needs_more_crossword_clues,"fallback_only, needs_more_crossword_clues",needs_review
NORMAL GEM,Held battle item,item,669,,https://pokeapi.co/api/v2/item/669/,https://bulbapedia.bulbagarden.net/wiki/Normal_Gem,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NORMALIUM Z BAG,unused,item,938,,https://pokeapi.co/api/v2/item/938/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NS CASTLE,Unova landmark,location,387,,https://pokeapi.co/api/v2/location/387/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
NURSE,Gen V ability,ability,10024,,https://pokeapi.co/api/v2/ability/10024/,https://bulbapedia.bulbagarden.net/wiki/Nurse,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
OAKS PARCEL,Plot-critical key,item,543,,https://pokeapi.co/api/v2/item/543/,,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
ODOR SLEUTH,Normal status move,move,316,,https://pokeapi.co/api/v2/move/316/,https://bulbapedia.bulbagarden.net/wiki/Odor_Sleuth_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
OLD CEMETERY,Galar landmark,location,922,,https://pokeapi.co/api/v2/location/922/,https://bulbapedia.bulbagarden.net/wiki/Old_Cemetery,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
OLD GATEAU,Gen IV status cures,item,54,,https://pokeapi.co/api/v2/item/54/,https://bulbapedia.bulbagarden.net/wiki/Old_Gateau,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
OLIVE OIL,Berry-blending ingredient,item,1717,,https://pokeapi.co/api/v2/item/1717/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
OMNIPOTENT,Gen V ability,ability,10046,,https://pokeapi.co/api/v2/ability/10046/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
ONI MOUNTAIN,Paldea landmark,location,1070,,https://pokeapi.co/api/v2/location/1070/,https://bulbapedia.bulbagarden.net/wiki/Oni_Mountain,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
ONION,Berry-blending ingredient,item,1729,,https://pokeapi.co/api/v2/item/1729/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
ONIS MAW,Paldea landmark,location,1071,,https://pokeapi.co/api/v2/location/1071/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
ORANGE DISH,Picnic item,item,2096,,https://pokeapi.co/api/v2/item/2096/,https://bulbapedia.bulbagarden.net/wiki/Orange_Dish,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
OVAL STONE,Evolution-trigger item,item,110,,https://pokeapi.co/api/v2/item/110/,https://bulbapedia.bulbagarden.net/wiki/Oval_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
OVERCOAT,Weather-linked trait,ability,142,,https://pokeapi.co/api/v2/ability/142/,https://bulbapedia.bulbagarden.net/wiki/Overcoat_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PACKAGED CURRY,Berry-blending ingredient,item,1318,,https://pokeapi.co/api/v2/item/1318/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PAIN SPLIT,Normal status move,move,220,,https://pokeapi.co/api/v2/move/220/,https://bulbapedia.bulbagarden.net/wiki/Pain_Split_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PARALYZE HEAL,Safari Zone catcher,item,22,,https://pokeapi.co/api/v2/item/22/,https://bulbapedia.bulbagarden.net/wiki/Paralyze_Heal,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PARASOL PICK,Picnic item,item,2090,,https://pokeapi.co/api/v2/item/2090/,https://bulbapedia.bulbagarden.net/wiki/Parasol_Pick,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
PARCEL LETSGO,Plot-critical key,item,1022,,https://pokeapi.co/api/v2/item/1022/,,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PARK BALL,Never-fails catcher in Pal Park,item,456,,https://pokeapi.co/api/v2/item/456/,https://bulbapedia.bulbagarden.net/wiki/Park_Ball,3,false,,,,duplicate_surface,duplicate_surface,needs_review
PARRY,Gen V ability,ability,10006,,https://pokeapi.co/api/v2/ability/10006/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PASS ORB,Species-linked power item,item,616,,https://pokeapi.co/api/v2/item/616/,https://bulbapedia.bulbagarden.net/wiki/Pass_Orb,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PASTA,Berry-blending ingredient,item,1149,,https://pokeapi.co/api/v2/item/1149/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PASTEL VEIL,poisoning trait,ability,257,,https://pokeapi.co/api/v2/ability/257/,https://bulbapedia.bulbagarden.net/wiki/Pastel_Veil_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PATH TO THE PEAK,Galar landmark,location,923,,https://pokeapi.co/api/v2/location/923/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PC FUKUOKA,Gen IV location,location,320,,https://pokeapi.co/api/v2/location/320/,,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
PC NAGOYA,Gen IV location,location,321,,https://pokeapi.co/api/v2/location/321/,,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
