answer,candidate_clue,source_type,source_id,source_ref,reasons
ACCUMULA GATE,Location: region Unova; listed in Gen V; 0 named areas; location index #418.,location,418,https://pokeapi.co/api/v2/location/418/,disallowed_pattern
ACUITY CAVERN,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #192.,location,192,https://pokeapi.co/api/v2/location/192/,disallowed_pattern
AMBRETTE GATE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #664.,location,664,https://pokeapi.co/api/v2/location/664/,disallowed_pattern
ASPERTIA GATE,Location: region Unova; listed in Gen V; 0 named areas; location index #559.,location,559,https://pokeapi.co/api/v2/location/559/,disallowed_pattern
BATTLE ARCADE,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #217.,location,217,https://pokeapi.co/api/v2/location/217/,disallowed_pattern
BATTLE CASTLE,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #216.,location,216,https://pokeapi.co/api/v2/location/216/,disallowed_pattern
BATTLEGROUND,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #222.,location,222,https://pokeapi.co/api/v2/location/222/,disallowed_pattern
BATTLE MAISON,Location: region Kalos; listed in Gen VI; 0 named areas; location index #660.,location,660,https://pokeapi.co/api/v2/location/660/,disallowed_pattern
BATTLE RESORT,Location: region Hoenn; listed in Gen VI; 1 named area; location index #695.,location,695,https://pokeapi.co/api/v2/location/695/,disallowed_pattern
BATTLE SUBWAY,Location: region Unova; listed in Gen V; 0 named areas; location index #390.,location,390,https://pokeapi.co/api/v2/location/390/,disallowed_pattern
BRAWLERS CAVE,Location: region Galar; 1 named area; location index #882.,location,882,https://pokeapi.co/api/v2/location/882/,disallowed_pattern
BROOKLET HILL,Location: region Alola; listed in Gen VII; 4 named areas; location index #748.,location,748,https://pokeapi.co/api/v2/location/748/,disallowed_pattern
BUGINIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,949,https://pokeapi.co/api/v2/item/949/,disallowed_pattern
CASTELIA GATE,Location: region Unova; listed in Gen V; 0 named areas; location index #421.,location,421,https://pokeapi.co/api/v2/location/421/,disallowed_pattern
CAVE OF ORIGIN,Location: region Hoenn; listed in Gen VI; 6 named areas; location index #443.,location,443,https://pokeapi.co/api/v2/location/443/,disallowed_pattern
CENTRAL PLAZA,Location: region Paldea; 0 named areas; location index #1078.,location,1078,https://pokeapi.co/api/v2/location/1078/,disallowed_pattern
CERULEAN CAVE,Location: region Kanto; listed in Gen IV; 3 named areas; location index #147.,location,147,https://pokeapi.co/api/v2/location/147/,disallowed_pattern
CLOUDCAP PASS,Location: region Hisui; 1 named area; location index #967.,location,967,https://pokeapi.co/api/v2/location/967/,disallowed_pattern
COASTAL BIOME,Location: region Paldea; 0 named areas; location index #1080.,location,1080,https://pokeapi.co/api/v2/location/1080/,disallowed_pattern
COASTAL PLAZA,Location: region Paldea; 0 named areas; location index #1081.,location,1081,https://pokeapi.co/api/v2/location/1081/,disallowed_pattern
CONCERT EVENT,Location: region the Pokémon world; listed in Gen IV; 0 named areas; location index #341.,location,341,https://pokeapi.co/api/v2/location/341/,disallowed_pattern
COURIWAY GATE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #663.,location,663,https://pokeapi.co/api/v2/location/663/,disallowed_pattern
CRESCENT ISLE,Location: region Hoenn; listed in Gen VI; 1 named area; location index #705.,location,705,https://pokeapi.co/api/v2/location/705/,disallowed_pattern
DAPPLED GROVE,Location: region Galar; 1 named area; location index #889.,location,889,https://pokeapi.co/api/v2/location/889/,disallowed_pattern
DECIDIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,957,https://pokeapi.co/api/v2/item/957/,disallowed_pattern
DESERT RESORT,Location: region Unova; listed in Gen V; 2 named areas; location index #376.,location,376,https://pokeapi.co/api/v2/location/376/,disallowed_pattern
DETOURNER WAY,Location: region Kalos; listed in Gen VI; 0 named areas; location index #656.,location,656,https://pokeapi.co/api/v2/location/656/,disallowed_pattern
DIAMOND HEATH,Location: region Hisui; 1 named area; location index #975.,location,975,https://pokeapi.co/api/v2/location/975/,disallowed_pattern
DIGLETTS CAVE,Location: region Kanto; listed in Gen IV; 1 named area; location index #73.,location,73,https://pokeapi.co/api/v2/location/73/,disallowed_pattern
DYNA TREE HILL,Location: region Galar; 1 named area; location index #891.,location,891,https://pokeapi.co/api/v2/location/891/,disallowed_pattern
ENTREE FOREST,Location: region Unova; listed in Gen V; 0 named areas; location index #417.,location,417,https://pokeapi.co/api/v2/location/417/,disallowed_pattern
ETERNA FOREST,Location: region Sinnoh; listed in Gen IV; 1 named area; location index #8.,location,8,https://pokeapi.co/api/v2/location/8/,disallowed_pattern
FABLED SPRING,Location: region Hisui; 1 named area; location index #978.,location,978,https://pokeapi.co/api/v2/location/978/,disallowed_pattern
FARAWAY PLACE,Location: region the Pokémon world; listed in Gen IV to Gen VII; 0 named areas; location index #267.,location,267,https://pokeapi.co/api/v2/location/267/,disallowed_pattern
FLOOD CHAMBER,Location: region Kalos; listed in Gen VI; 0 named areas; location index #682.,location,682,https://pokeapi.co/api/v2/location/682/,disallowed_pattern
FLYINIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,947,https://pokeapi.co/api/v2/item/947/,disallowed_pattern
FOURRAGE ROAD,Location: region Kalos; listed in Gen VI; 0 named areas; location index #627.,location,627,https://pokeapi.co/api/v2/location/627/,disallowed_pattern
FRIEND SAFARI,Location: region Kalos; listed in Gen VI; 0 named areas; location index #680.,location,680,https://pokeapi.co/api/v2/location/680/,disallowed_pattern
GHOSTIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,951,https://pokeapi.co/api/v2/item/951/,disallowed_pattern
GIANTS MIRROR,Location: region Galar; 1 named area; location index #902.,location,902,https://pokeapi.co/api/v2/location/902/,disallowed_pattern
GRASSIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,942,https://pokeapi.co/api/v2/item/942/,disallowed_pattern
HIDDEN GROTTO,Location: region Unova; listed in Gen V; 0 named areas; location index #556.,location,556,https://pokeapi.co/api/v2/location/556/,disallowed_pattern
HOLM OF TRIALS,Location: region Hisui; 1 named area; location index #991.,location,991,https://pokeapi.co/api/v2/location/991/,disallowed_pattern
HONEYCALM SEA,Location: region Galar; 1 named area; location index #908.,location,908,https://pokeapi.co/api/v2/location/908/,disallowed_pattern
ICEBERG RUINS,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #226.,location,226,https://pokeapi.co/api/v2/location/226/,disallowed_pattern
ICEPEAK ARENA,Location: region Hisui; 1 named area; location index #995.,location,995,https://pokeapi.co/api/v2/location/995/,disallowed_pattern
INCINIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,958,https://pokeapi.co/api/v2/item/958/,disallowed_pattern
INFERNAL PASS,Location: region Paldea; 0 named areas; location index #1063.,location,1063,https://pokeapi.co/api/v2/location/1063/,disallowed_pattern
ISLESPY SHORE,Location: region Hisui; 1 named area; location index #997.,location,997,https://pokeapi.co/api/v2/location/997/,disallowed_pattern
KITAKAMI HALL,Location: region Paldea; 0 named areas; location index #1064.,location,1064,https://pokeapi.co/api/v2/location/1064/,disallowed_pattern
KITAKAMI ROAD,Location: region Paldea; 0 named areas; location index #1065.,location,1065,https://pokeapi.co/api/v2/location/1065/,disallowed_pattern
LAKESIDE CAVE,Location: region Galar; 1 named area; location index #914.,location,914,https://pokeapi.co/api/v2/location/914/,disallowed_pattern
LEFT POKE BALL,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,994,https://pokeapi.co/api/v2/item/994/,disallowed_pattern
LINK TRADE MET,Location: region the Pokémon world; listed in Gen IV; 0 named areas; location index #255.,location,255,https://pokeapi.co/api/v2/location/255/,disallowed_pattern
LONELY SPRING,Location: region Hisui; 1 named area; location index #1002.,location,1002,https://pokeapi.co/api/v2/location/1002/,disallowed_pattern
LOYALTY PLAZA,Location: region Paldea; 0 named areas; location index #1067.,location,1067,https://pokeapi.co/api/v2/location/1067/,disallowed_pattern
LUNALIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,974,https://pokeapi.co/api/v2/item/974/,disallowed_pattern
LYCANIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,977,https://pokeapi.co/api/v2/item/977/,disallowed_pattern
LYSANDRE LABS,Location: region Kalos; listed in Gen VI; 0 named areas; location index #601.,location,601,https://pokeapi.co/api/v2/location/601/,disallowed_pattern
MAGMA HIDEOUT,Location: region Hoenn; 1 named area; location index #486.,location,486,https://pokeapi.co/api/v2/location/486/,disallowed_pattern
MANIAC TUNNEL,Location: region Sinnoh; listed in Gen IV; 1 named area; location index #180.,location,180,https://pokeapi.co/api/v2/location/180/,disallowed_pattern
MEMORIAL HILL,Location: region Alola; listed in Gen VII; 1 named area; location index #744.,location,744,https://pokeapi.co/api/v2/location/744/,disallowed_pattern
MIMIKIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,976,https://pokeapi.co/api/v2/item/976/,disallowed_pattern
MINING MUSEUM,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #197.,location,197,https://pokeapi.co/api/v2/location/197/,disallowed_pattern
MIRAGE FOREST,Location: region Hoenn; listed in Gen VI; 0 named areas; location index #697.,location,697,https://pokeapi.co/api/v2/location/697/,disallowed_pattern
MIRAGE ISLAND,Location: region Hoenn; listed in Gen VI; 0 named areas; location index #577.,location,577,https://pokeapi.co/api/v2/location/577/,disallowed_pattern
MT SILVER CAVE,Location: region Johto; listed in Gen IV; 0 named areas; location index #239.,location,239,https://pokeapi.co/api/v2/location/239/,disallowed_pattern
NATIONAL PARK,Location: region Johto; listed in Gen IV; 1 named area; location index #83.,location,83,https://pokeapi.co/api/v2/location/83/,disallowed_pattern
OPELUCID GATE,Location: region Unova; listed in Gen V; 0 named areas; location index #423.,location,423,https://pokeapi.co/api/v2/location/423/,disallowed_pattern
OREBURGH GATE,Location: region Sinnoh; listed in Gen IV; 2 named areas; location index #15.,location,15,https://pokeapi.co/api/v2/location/15/,disallowed_pattern
OREBURGH MINE,Location: region Sinnoh; listed in Gen IV; 2 named areas; location index #6.,location,6,https://pokeapi.co/api/v2/location/6/,disallowed_pattern
PANIOLA RANCH,Location: region Alola; listed in Gen VII; 1 named area; location index #745.,location,745,https://pokeapi.co/api/v2/location/745/,disallowed_pattern
PARFUM PALACE,Location: region Kalos; listed in Gen VI; 1 named area; location index #608.,location,608,https://pokeapi.co/api/v2/location/608/,disallowed_pattern
PIKANIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,956,https://pokeapi.co/api/v2/item/956/,disallowed_pattern
Pokémon EVENT,Location: region the this location world; listed in Gen IV; 0 named areas; location index #325.,location,325,https://pokeapi.co/api/v2/location/325/,disallowed_pattern
Pokémon FESTA,Location: region the this location world; listed in Gen IV; 0 named areas; location index #293.,location,293,https://pokeapi.co/api/v2/location/293/,disallowed_pattern
Pokémon MOVIE,Location: region the this location world; listed in Gen IV; 0 named areas; location index #268.,location,268,https://pokeapi.co/api/v2/location/268/,disallowed_pattern
Pokémon TOWER,Location: region Kanto; 7 named areas; location index #160.,location,160,https://pokeapi.co/api/v2/location/160/,disallowed_pattern
PONI GAUNTLET,Location: region Alola; listed in Gen VII; 1 named area; location index #787.,location,787,https://pokeapi.co/api/v2/location/787/,disallowed_pattern
PSYCHIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,948,https://pokeapi.co/api/v2/item/948/,disallowed_pattern
RELIC PASSAGE,Location: region Unova; listed in Gen V; 3 named areas; location index #550.,location,550,https://pokeapi.co/api/v2/location/550/,disallowed_pattern
REVELERS ROAD,Location: region Paldea; 0 named areas; location index #1073.,location,1073,https://pokeapi.co/api/v2/location/1073/,disallowed_pattern
ROAMING HOENN,Location: region this location; 1 named area; location index #801.,location,801,https://pokeapi.co/api/v2/location/801/,disallowed_pattern
ROAMING JOHTO,Location: region this location; 1 named area; location index #800.,location,800,https://pokeapi.co/api/v2/location/800/,disallowed_pattern
ROAMING KALOS,Location: region this location; 1 named area; location index #1056.,location,1056,https://pokeapi.co/api/v2/location/1056/,disallowed_pattern
ROAMING KANTO,Location: region this location; 1 named area; location index #799.,location,799,https://pokeapi.co/api/v2/location/799/,disallowed_pattern
ROAMING UNOVA,Location: region this location; 1 named area; location index #1054.,location,1054,https://pokeapi.co/api/v2/location/1054/,disallowed_pattern
SANDGEM FLATS,Location: region Hisui; 1 named area; location index #1014.,location,1014,https://pokeapi.co/api/v2/location/1014/,disallowed_pattern
SAVANNA BIOME,Location: region Paldea; 0 named areas; location index #1085.,location,1085,https://pokeapi.co/api/v2/location/1085/,disallowed_pattern
SAVANNA PLAZA,Location: region Paldea; 0 named areas; location index #1086.,location,1086,https://pokeapi.co/api/v2/location/1086/,disallowed_pattern
SCORCHED SLAB,Location: region Hoenn; listed in Gen VI; 4 named areas; location index #580.,location,580,https://pokeapi.co/api/v2/location/580/,disallowed_pattern
SEABREAK PATH,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #187.,location,187,https://pokeapi.co/api/v2/location/187/,disallowed_pattern
SECRET MEADOW,Location: region Hoenn; listed in Gen VI; 0 named areas; location index #709.,location,709,https://pokeapi.co/api/v2/location/709/,disallowed_pattern
SLOWPOKE WELL,Location: region Johto; listed in Gen IV; 2 named areas; location index #137.,location,137,https://pokeapi.co/api/v2/location/137/,disallowed_pattern
SNORLIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,963,https://pokeapi.co/api/v2/item/963/,disallowed_pattern
SONOROUS PATH,Location: region Hisui; 1 named area; location index #1023.,location,1023,https://pokeapi.co/api/v2/location/1023/,disallowed_pattern
STEELIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,954,https://pokeapi.co/api/v2/item/954/,disallowed_pattern
STRANGE HOUSE,Location: region Unova; listed in Gen V; 2 named areas; location index #547.,location,547,https://pokeapi.co/api/v2/location/547/,disallowed_pattern
TAPUNIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,960,https://pokeapi.co/api/v2/item/960/,disallowed_pattern
TEAM ROCKET HQ,Location: region Johto; listed in Gen IV; 1 named area; location index #237.,location,237,https://pokeapi.co/api/v2/location/237/,disallowed_pattern
TEN CARAT HILL,Location: region Alola; listed in Gen VII; 2 named areas; location index #723.,location,723,https://pokeapi.co/api/v2/location/723/,disallowed_pattern
TERMINUS CAVE,Location: region Kalos; listed in Gen VI; 5 named areas; location index #676.,location,676,https://pokeapi.co/api/v2/location/676/,disallowed_pattern
TG ETERNA BLDG,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #224.,location,224,https://pokeapi.co/api/v2/location/224/,disallowed_pattern
THE HEARTWOOD,Location: region Hisui; 1 named area; location index #1028.,location,1028,https://pokeapi.co/api/v2/location/1028/,disallowed_pattern
TIDEWATER DAM,Location: region Hisui; 1 named area; location index #1029.,location,1029,https://pokeapi.co/api/v2/location/1029/,disallowed_pattern
TRAINER TOWER,Location: region Kanto; 1 named area; location index #518.,location,518,https://pokeapi.co/api/v2/location/518/,disallowed_pattern
TRAVELING MAN,Location: region the Pokémon world; listed in Gen IV; 0 named areas; location index #261.,location,261,https://pokeapi.co/api/v2/location/261/,disallowed_pattern
TRIAL CHAMBER,Location: region Unova; listed in Gen V; 1 named area; location index #415.,location,415,https://pokeapi.co/api/v2/location/415/,disallowed_pattern
TROPHY GARDEN,Location: region Sinnoh; listed in Gen IV; 1 named area; location index #23.,location,23,https://pokeapi.co/api/v2/location/23/,disallowed_pattern
TURNBACK CAVE,Location: region Sinnoh; listed in Gen IV; 7 named areas; location index #18.,location,18,https://pokeapi.co/api/v2/location/18/,disallowed_pattern
ULAULA MEADOW,Location: region Alola; listed in Gen VII; 1 named area; location index #766.,location,766,https://pokeapi.co/api/v2/location/766/,disallowed_pattern
VERITY CAVERN,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #190.,location,190,https://pokeapi.co/api/v2/location/190/,disallowed_pattern
WARM UP TUNNEL,Location: region Galar; 1 named area; location index #946.,location,946,https://pokeapi.co/api/v2/location/946/,disallowed_pattern
WATERIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,940,https://pokeapi.co/api/v2/item/940/,disallowed_pattern
WHIRL ISLANDS,Location: region Johto; listed in Gen IV; 6 named areas; location index #156.,location,156,https://pokeapi.co/api/v2/location/156/,disallowed_pattern
WINDING WOODS,Location: region Kalos; listed in Gen VI; 0 named areas; location index #651.,location,651,https://pokeapi.co/api/v2/location/651/,disallowed_pattern
WINDSWEPT RUN,Location: region Hisui; 1 named area; location index #1039.,location,1039,https://pokeapi.co/api/v2/location/1039/,disallowed_pattern
ABANDONED SHIP,Location: region Hoenn; 1 named area; location index #447.,location,447,https://pokeapi.co/api/v2/location/447/,disallowed_pattern
ANCIENT QUARRY,Location: region Hisui; 1 named area; location index #953.,location,953,https://pokeapi.co/api/v2/location/953/,disallowed_pattern
BALLIMERE LAKE,Location: region Galar; 1 named area; location index #879.,location,879,https://pokeapi.co/api/v2/location/879/,disallowed_pattern
BATHERS LAGOON,Location: region Hisui; 1 named area; location index #958.,location,958,https://pokeapi.co/api/v2/location/958/,disallowed_pattern
BATTLE CHATEAU,Location: region Kalos; listed in Gen VI; 0 named areas; location index #617.,location,617,https://pokeapi.co/api/v2/location/617/,disallowed_pattern
BATTLE FACTORY,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #215.,location,215,https://pokeapi.co/api/v2/location/215/,disallowed_pattern
BLUSH MOUNTAIN,Location: region Alola; listed in Gen VII; 1 named area; location index #771.,location,771,https://pokeapi.co/api/v2/location/771/,disallowed_pattern
CASSEROYA LAKE,Location: region Paldea; 0 named areas; location index #857.,location,857,https://pokeapi.co/api/v2/location/857/,disallowed_pattern
CASTAWAY SHORE,Location: region Hisui; 1 named area; location index #963.,location,963,https://pokeapi.co/api/v2/location/963/,disallowed_pattern
CHALLENGE ROAD,Location: region Galar; 1 named area; location index #885.,location,885,https://pokeapi.co/api/v2/location/885/,disallowed_pattern
CLIFF EDGE GATE,Location: region Johto; listed in Gen IV; 0 named areas; location index #250.,location,250,https://pokeapi.co/api/v2/location/250/,disallowed_pattern
COUMARINE GATE,Location: region Kalos; listed in Gen VI; 0 named areas; location index #667.,location,667,https://pokeapi.co/api/v2/location/667/,disallowed_pattern
CROSSING SLOPE,Location: region Hisui; 1 named area; location index #971.,location,971,https://pokeapi.co/api/v2/location/971/,disallowed_pattern
DARKINIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,953,https://pokeapi.co/api/v2/item/953/,disallowed_pattern
DAY CARE COUPLE,Location: region the Pokémon world; listed in Gen IV; 0 named areas; location index #253.,location,253,https://pokeapi.co/api/v2/location/253/,disallowed_pattern
DEADWOOD HAUNT,Location: region Hisui; 1 named area; location index #972.,location,972,https://pokeapi.co/api/v2/location/972/,disallowed_pattern
DEERTRACK PATH,Location: region Hisui; 1 named area; location index #974.,location,974,https://pokeapi.co/api/v2/location/974/,disallowed_pattern
DRAGONIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,952,https://pokeapi.co/api/v2/item/952/,disallowed_pattern
DRONING MEADOW,Location: region Hisui; 1 named area; location index #977.,location,977,https://pokeapi.co/api/v2/location/977/,disallowed_pattern
ELECTRIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,941,https://pokeapi.co/api/v2/item/941/,disallowed_pattern
EMBEDDED TOWER,Location: region Johto; listed in Gen IV; 3 named areas; location index #248.,location,248,https://pokeapi.co/api/v2/location/248/,disallowed_pattern
FARAWAY ISLAND,Location: region Hoenn; 1 named area; location index #812.,location,812,https://pokeapi.co/api/v2/location/812/,disallowed_pattern
FELLHORN GORGE,Location: region Paldea; 0 named areas; location index #1062.,location,1062,https://pokeapi.co/api/v2/location/1062/,disallowed_pattern
FIELDS OF HONOR,Location: region Galar; 2 named areas; location index #893.,location,893,https://pokeapi.co/api/v2/location/893/,disallowed_pattern
FLOARO GARDENS,Location: region Hisui; 1 named area; location index #980.,location,980,https://pokeapi.co/api/v2/location/980/,disallowed_pattern
FLOCCESY RANCH,Location: region Unova; listed in Gen V; 2 named areas; location index #544.,location,544,https://pokeapi.co/api/v2/location/544/,disallowed_pattern
FOOTSTEP HOUSE,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #209.,location,209,https://pokeapi.co/api/v2/location/209/,disallowed_pattern
FOREST OF FOCUS,Location: region Galar; 1 named area; location index #894.,location,894,https://pokeapi.co/api/v2/location/894/,disallowed_pattern
GINKGO LANDING,Location: region Hisui; 1 named area; location index #982.,location,982,https://pokeapi.co/api/v2/location/982/,disallowed_pattern
GROUNDIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,946,https://pokeapi.co/api/v2/item/946/,disallowed_pattern
GRUELING GROVE,Location: region Hisui; 1 named area; location index #986.,location,986,https://pokeapi.co/api/v2/location/986/,disallowed_pattern
HOLO CASTER RED,Unused item: XXX new effect for this item-this item--this item (seen in Gen VII to Gen VIII).,item,930,https://pokeapi.co/api/v2/item/930/,disallowed_pattern
ICEBOUND FALLS,Location: region Hisui; 1 named area; location index #994.,location,994,https://pokeapi.co/api/v2/location/994/,disallowed_pattern
ICEPEAK CAVERN,Location: region Hisui; 1 named area; location index #996.,location,996,https://pokeapi.co/api/v2/location/996/,disallowed_pattern
ICEREND SHRINE,Location: region Paldea; 0 named areas; location index #853.,location,853,https://pokeapi.co/api/v2/location/853/,disallowed_pattern
INDIGO PLATEAU,Location: region Kanto; listed in Gen IV; 1 named area; location index #233.,location,233,https://pokeapi.co/api/v2/location/233/,disallowed_pattern
INSIDE OF TRUCK,Location: region Hoenn; listed in Gen VI; 0 named areas; location index #584.,location,584,https://pokeapi.co/api/v2/location/584/,disallowed_pattern
KITAKAMI WILDS,Location: region Paldea; 0 named areas; location index #1066.,location,1066,https://pokeapi.co/api/v2/location/1066/,disallowed_pattern
KOMMONIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,978,https://pokeapi.co/api/v2/item/978/,disallowed_pattern
LAKE OF OUTRAGE,Location: region Galar; 1 named area; location index #913.,location,913,https://pokeapi.co/api/v2/location/913/,disallowed_pattern
LIBERTY GARDEN,Location: region Unova; listed in Gen V; 1 named area; location index #404.,location,404,https://pokeapi.co/api/v2/location/404/,disallowed_pattern
LIPTOO CHAMBER,Location: region Kanto; 1 named area; location index #492.,location,492,https://pokeapi.co/api/v2/location/492/,disallowed_pattern
LUNALIUM Z HELD,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,968,https://pokeapi.co/api/v2/item/968/,disallowed_pattern
LYCANIUM Z HELD,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,971,https://pokeapi.co/api/v2/item/971/,disallowed_pattern
MAMOSWINE ROAD,Location: region Kalos; listed in Gen VI; 0 named areas; location index #642.,location,642,https://pokeapi.co/api/v2/location/642/,disallowed_pattern
MIMIKIUM Z HELD,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,970,https://pokeapi.co/api/v2/item/970/,disallowed_pattern
MONEAN CHAMBER,Location: region Kanto; 1 named area; location index #491.,location,491,https://pokeapi.co/api/v2/location/491/,disallowed_pattern
MOONVIEW ARENA,Location: region Hisui; 1 named area; location index #1005.,location,1005,https://pokeapi.co/api/v2/location/1005/,disallowed_pattern
MOOR OF ICIRRUS,Location: region Unova; listed in Gen V; 1 named area; location index #399.,location,399,https://pokeapi.co/api/v2/location/399/,disallowed_pattern
MOUNT HOKULANI,Location: region Alola; listed in Gen VII; 3 named areas; location index #770.,location,770,https://pokeapi.co/api/v2/location/770/,disallowed_pattern
MOUNT LANAKILA,Location: region Alola; listed in Gen VII; 4 named areas; location index #775.,location,775,https://pokeapi.co/api/v2/location/775/,disallowed_pattern
MURAILLE COAST,Location: region Kalos; listed in Gen VI; 0 named areas; location index #613.,location,613,https://pokeapi.co/api/v2/location/613/,disallowed_pattern
NATURES PANTRY,Location: region Hisui; 1 named area; location index #1006.,location,1006,https://pokeapi.co/api/v2/location/1006/,disallowed_pattern
NEWMOON ISLAND,Location: region Sinnoh; listed in Gen IV; 1 named area; location index #183.,location,183,https://pokeapi.co/api/v2/location/183/,disallowed_pattern
NINTENDO WORLD,Location: region the Pokémon this location; listed in Gen IV; 0 named areas; location index #324.,location,324,https://pokeapi.co/api/v2/location/324/,disallowed_pattern
NORMALIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,938,https://pokeapi.co/api/v2/item/938/,disallowed_pattern
OBSIDIAN FALLS,Location: region Hisui; 1 named area; location index #1007.,location,1007,https://pokeapi.co/api/v2/location/1007/,disallowed_pattern
OUTCAST ISLAND,Location: region Kanto; 1 named area; location index #514.,location,514,https://pokeapi.co/api/v2/location/514/,disallowed_pattern
PATHLESS PLAIN,Location: region Hoenn; listed in Gen VI; 1 named area; location index #701.,location,701,https://pokeapi.co/api/v2/location/701/,disallowed_pattern
PATH TO THE PEAK,Location: region Galar; 1 named area; location index #923.,location,923,https://pokeapi.co/api/v2/location/923/,disallowed_pattern
PLASMA FRIGATE,Location: region Unova; listed in Gen V; 0 named areas; location index #549.,location,549,https://pokeapi.co/api/v2/location/549/,disallowed_pattern
POISONIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,945,https://pokeapi.co/api/v2/item/945/,disallowed_pattern
Pokémon CENTER,Location: region the this location world; listed in Gen IV; 0 named areas; location index #317.,location,317,https://pokeapi.co/api/v2/location/317/,disallowed_pattern
Pokémon LEAGUE,Location: region Paldea; 0 named areas; location index #820.,location,820,https://pokeapi.co/api/v2/location/820/,disallowed_pattern
Pokémon RANGER,Location: region the this location world; listed in Gen IV; 0 named areas; location index #266.,location,266,https://pokeapi.co/api/v2/location/266/,disallowed_pattern
PORTO MARINADA,Location: region Paldea; 0 named areas; location index #825.,location,825,https://pokeapi.co/api/v2/location/825/,disallowed_pattern
PRIMARIUM Z BAG,Unused item: XXX new effect for this item-z--this item (seen in Gen VII to Gen VIII).,item,959,https://pokeapi.co/api/v2/item/959/,disallowed_pattern
RAINBOW FLOWER,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,987,https://pokeapi.co/api/v2/item/987/,disallowed_pattern
RAMANAS ISLAND,Location: region Hisui; 1 named area; location index #1011.,location,1011,https://pokeapi.co/api/v2/location/1011/,disallowed_pattern
ROAMING SINNOH,Location: region this location; 1 named area; location index #802.,location,802,https://pokeapi.co/api/v2/location/802/,disallowed_pattern
ROCK PEAK RUINS,Location: region Sinnoh; listed in Gen IV; 0 named areas; location index #227.,location,227,https://pokeapi.co/api/v2/location/227/,disallowed_pattern
ROLLING FIELDS,Location: region Galar; 2 named areas; location index #928.,location,928,https://pokeapi.co/api/v2/location/928/,disallowed_pattern
ROTO ENCOUNTER,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,1000,https://pokeapi.co/api/v2/item/1000/,disallowed_pattern
ROTO EXP POINTS,Unused item: XXX new effect for this item (seen in Gen VII to Gen VIII).,item,998,https://pokeapi.co/api/v2/item/998/,disallowed_pattern
